"Invalid attribute set specified, skipping the record.","Atributo selecionado é inválido, ignorando registro."
"Invalid current password","Senha atual é inválida"
"Invalid customer data","Informações de cliente é inválida"
"Invalid email address.","Email é inválido."
"Invalid login or password.","Login ou senha inválido(s)."
"Invalid store specified, skipping the record.","Loja informada é inválida, ignorando registro."
"Invalid type given. String expected","Tipo informado é inválido. String esperada"
"Last Activity","Última Atividade"
"Last Date Subscribed","Data da Última Assinatura"
"Last Date Unsubscribed","Data do Último Cancelamento de Assinatura"
"Last Name","Sobrenome"
"Last URL","Última URL"
"Leave empty for default (15 minutes).","Deixe em branco p/ padrão (15 minutos)."
"Leave empty for default (2). Valid range: 1-4","Deixe em branco p/ padrão (2). Faixa válida: 1-4"
"Lifetime Sales","Ciclo de Vendas"
"Log In","Entrar"
"Log Out","Sair"
"Login","Entrar"
"Login Information","Dados de Acesso"
"Login Options","Opções de Login"
"Login and password are required.","Login e senha são obrigatórios."
"Login or Create an Account","Cadastre-se ou Acesse sua Conta"
"M.I.","M.I."
"MM","MM"
"Manage Addresses","Gerenciar Endereços"
"Manage Customers","Gerenciar Clientes"
"Missing email, skipping the record.","Faltando email, ignorando registro."
"Missing firstname, skipping the record.","Faltando nome, ignorando registro."
"Missing lastname, skipping the record.","Faltando sobrenome, ignorando registro."
"Month","Mês"
"My Account","Minha Conta"
"My Account Wrapper","Resumo de Conta"
"My Dashboard","Painel Geral"
"My Orders","Meus Pedidos"
"Name","Nome"
"Name and Address Options","Opções de Nome e Endereço"
"Never","Nunca"
"New Address","Novo Endereço"
"New Address Entry","Novo Cadastro de Endereço"
"New Customer","Criar Cliente"
"New Customer Address","Novo Endereço de Cliente"
"New Customer Group","Novo Grupo de Clientes"
"New Customer Groups","Novos Grupos de Clientes"
"New Customers","Cadastre-se"
"New Group","Novo Grupo"
"New Password","Nova Senha"
"New account","Nova conta"
"New account confirmation key","Nova chave de confirmação de conta"
"New account confirmed","Nova conta confirmada"
"New password","Nova senha"
"New password field cannot be empty.","Campo Nova Senha deve ser preenchido."
"Newsletter","Newsletter"
"Newsletter Finish","Newsletter Terminado"
"Newsletter Information","Informação de Newsletter"
"Newsletter Received","Newsletter Recebida"
"Newsletter Start","Newsletter Iniciado"
"Newsletter Subscription","Assinatura de Newsletter"
"Newsletters","Newsletters"
"No","Não"
"No Items Found","Nenhum Item Encontrado"
"No Newsletter Found","Nenhuma Newsletter Encontrada"
"No customer collections found","Nenhuma coleção de cliente encontrado"
"No item specified.","Nenhum item informado."
"Not Sent","Não Enviado"
"Not confirmed, can login","Não confirmado, pode acessar a conta"
"Not confirmed, cannot login","Não conformado, não pode acessar a conta"
"Number of Lines in a Street Address ","Número de Linhas p/ Endereço "
"Offline","Offline"
"Online","Online"
"Online Customers","Clientes Online"
"Online Customers Options","Opções de Clientes Online"
"Online Minutes Interval","Verificar em Intervalos"
"Order #","Pedido #"
"Order Total","Total do Pedido"
"Orders","Pedidos"
"PDF","PDF"
"Password","Senha"
"Password Management","Gerenciar Senha"
"Password Options","Opções de Senha"
"Password forgotten","Senha esquecida"
"Password:","Senha:"
"Paused","Parado"
"Pending","Pendente"
"Per Website","Por Website"
"Personal Information","Dados Pessoais"
"Please enter your email below and we will send you a new password.","Informe seu Email abaixo que enviaremos uma nova senha."
"Please enter your email below and we\'ll send you confirmation link for it.","Informe seu email e enviaremos um link de confirmação para isso."
"Please enter your email.","Informe seu email."
"Please select","Selecione..."
"Please select region, state or province","Selecione o Estado..."
"Please, check your email for confirmation key.","Verifique a chave de confirmação no seu email."
"Prefix","Prefixo"
"Prefix Dropdown Options","Opções de Prefixo do Combobox"
"Price","Preço"
"Product","Produto"
"Product ID","ID do Produto"
"Product Name","Nome do Produto"
"Product Reviews","Avaliação do Produto"
"Product Tags","Tags do Produto"
"Purchase On","Comprado Em"
"Purchased At","Comprado Em"
"Qty","Quantidade"
"Recent Orders","Últimos Pedidos"
"Records for %s store found.","Registros para loja %s encontrado(s)."
"Redirect Customer to Account Dashboard after Logging in","Redirecionar o Cliente p/ Painel da Conta depois de efetuar login"
"Refunded","Reembolsado"
"Registered Customers","Clientes Registrados"
"Remove","Excluir"
"Require Emails Confirmation","Necessário Confirmar por Email"
"Retrieve address data","Recuperar informações de endereço"
"Retrieve address info","Recuperar informações de endereço"
"Retrieve customer addresses","Recuperar endereços de cliente"
"Retrieve customer data","Recuperar dados de cliente"
"Retrieve customer groups","Recuperar grupos de cliente"
"Retrieve customer info","Recuperar informações de cliente"
"Retrieve customers","Recuperar clientes"
"Retrieve your confirmation link here","Recuperar link de confirmação aqui"
"Retrieve your password here","Recuperar sua senha aqui"
"SKU","SKU"
"Sales Statistics","Estatísticas de Venda"
"Save","Salvar"
"Save Address","Salvar"
"Save Customer","Salvar"
"Save Customer Group","Salvar"
"Save Password","Salvar Senha"
"Save and Continue Edit","Salvar e Continuar Editando"
"Saved %d record(s)","Salvo %d registro(s)"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Ponto e vírgula (;) separa valores.<br/>Coloque ponto e vírgula no início para deixar primeira opção em branco.<br/>Deixe em branco para abrir campo de texto."
"Send From","Enviar De"
"Send Welcome Email","Enviar Email de Boas-Vindas"
"Send Welcome Email after Confirmation","Enviar Email de Boas-Vindas Após Confirmação"
"Send auto-generated password","Gerar e Enviar senha automaticamente"
"Send confirmation link","Enviar link de confirmação"
"Sending","Enviando"
"Sent","Enviado"
"Session Start Time","Hora de Entrada"
"Set as Default Billing Address","Marcar como Endereço de Cobrança Padrão"
"Set as Default Shipping Address","Marcar como Endereço de Entrega Padrão"
"Share Customer Accounts","Compartilhar Contas de Clientes"
"Shipped to First Name","Entregue para o Nome"
"Shipped to Last Name","Entregue para o Sobrenome"
"Shipped to Name","Entregue para"
"Shopping Cart","Carrinho de Compras"
"Shopping Cart - %d item(s)","Carrinho - %d item(s)"
"Show Date of Birth","Exibir Data de Nascimento"
"Show Gender","Exibir Sexo"
"Show Middle Name (initial)","Exibir Apelido"
"Show Prefix","Exibir Prefixo"
"Show Suffix","Exibir Sufixo"
"Show Tax/VAT Number","Exibir CPF/CNPJ"
"Sign Up for Newsletter","Desejo receber ofertas por email"
"Skipping import row, required field ""%s"" is not defined.","Ignorar importação da linha, campo obrigatório ""%s"" não informado."
"Skipping import row, website ""%s"" field does not exist.","Ignorar importação da linha, website ""%s"" campo não existe."
"State/Province","Estado"
"Status","Status"
"Store","Loja"
"Store View","Visão"
"Street Address","Rua"
"Street Address ","Rua "
"Street Address %s","Rua %s"
"Subject","Assunto"
"Submit","Enviar"
"Subscribe to Newsletter","Assinar Newsletter"
"Subscribed to Newsletter?","Assinar Newsletter?"
"Suffix","Sufixo"
"Suffix Dropdown Options","Opções de Sufixo Combobox"
"Tag Name","Nome da Tag"
"Tax Class","Grupo de Imposto"
"Tax/VAT number","Número CPF/CNPJ"
"Telephone","Telefone"
"Text","Texto"
"Text One Line","Texto Uma Linha"
"Thank you for registering with %s.","Obrigado por se registrar na %s."
"The account information has been saved.","A informação da conta foi salva."
"The address does not belong to this customer.","O endereço não pertence a este cliente."
"The address has been deleted.","O endereço foi excluído."
"The address has been saved.","O endereço foi salvo."
"The customer does not have default billing address.","O cliente não possui um endereço de cobrança padrão."
"The customer group has been deleted.","O grupo do cliente foi excluído."
"The customer group has been saved.","O grupo do cliente não pode ser salvo."
"The group ""%s"" cannot be deleted.","O grupo ""%s"" não pode ser excluído."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","A senha precisa ter pelo menos 6 caracteres. Espaços a direita ou esquerda serão ignorados."
"The suffix that goes after name (Jr., Sr., etc.)","O sufixo vem depois do nome (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","O título vem antes do nome (Mr., Mrs., etc.)"
"There are no items in customer's wishlist at the moment","Não existem produtos nos favoritos dos clientes neste momento"
"There are no items in customer\'s shopping cart at the moment","Não existem produtos no carrinho do cliente neste momento"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","Já existe uma conta com este endereço de email. Se este email pertence a você, <a href=""%s"">clique aqui</a> para recuperar sua senha e o acesso a sua conta."
"This account is not confirmed.","Esta conta não foi confirmada."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","Esta conta não foi confirmada. <a href=""%s"">Clique aqui</a> para re-enviar a confirmação por Email."
"This customer email already exists.","O Email do cliente já existe."
"This customer has no saved addresses.","O cliente não possui endereços salvos."
"This email address was not found in our records.","Este email não foi encontrado em nossos registros."
"This email does not require confirmation.","Este Email não requer confirmação."
"This email will be sent instead of default welcome email, after account confirmation.","Este Email será enviado como Email de Boas-Vindas no lugar do Email padrão, depois da confirmação de conta."
"This is My Default %s Address","Este é meu endereço padrão %s "
"To Cart","Comprar"
"Total","Total"
"Type","Tipo"
"Unknown","Desconhecido"
"Unsubscribe from Newsletter","Cancelar Newsletter"
"Update","Atualizar"
"Update customer address data","Atualizar informações de endereço do cliente"
"Update customer data","Atualizar informações de cliente"
"Use as My Default %s Address","Usar como Meu Endereço Padrão %s "
"Use as My Default Billing Address","Usar como Meu Endereço de Cobrança Padrão"
"Use as My Default Shipping Address","Usar como Meu Endereço de Entrega Padrão"
"Use as my default billing address","Usar como meu endereço de cobrança padrão"
"Use as my default shipping address","Usar como meu endereço de entrega padrão"
"View","Exibir"
"View Order","Visualizar Pedido"
"Visitor","Visitantes"
"Visitors Only","Apenas Visitantes"
"Website","Website"
"Welcome Email","Email de Boas-Vindas"
"Wishlist","Favoritos"
"Wishlist - %d item(s)","Favoritos - %d item(s)"
"Wrong confirmation key.","Chave de confirmação errada."
"Wrong customer account specified.","Conta de cliente informada não confere."
"Wrong email.","Email Errado."
"Wrong transactional account email type.","Tipo de conta do email de transação não confere."
"YYYY","YYYY"
"Year","Ano"
"Yes","Sim"
"You are currently not subscribed to any newsletter.","Você não faz parte de nenhuma lista de newsletter."
"You are currently not subscribed to our newsletter.","Você atualmente não faz parte de nossa newsletter."
"You are currently subscribed to 'General Subscription'.","Você recebe newsletter de 'Assinatura Geral'."
"You are currently subscribed to our newsletter.","Você atualmente recebe nossa newsletter."
"You are now logged out","Você foi desconectado"
"You have logged out and will be redirected to our homepage in 5 seconds.","Sua sessão foi finalizada, em alguns segundos você será redirecionado p/ página inicial."
"You have no additional address entries in your address book.","Você não possui endereços cadastrados."
"You have no additional entries in your address book.","Você não possui outros endereços cadastrados."
"You have no default billing address in your address book.","Você não possui um endereço de cobrança cadastrado."
"You have no default entries in your address book.","Você não possui nenhum endereço padrão cadastrado."
"You have no default shipping address in your address book.","Você não possui um endereço de entrega principal."
"You have not set a default billing address.","Você não possui um endereço de cobrança padrão."
"You have not set a default shipping address.","Você não possui um endereço de entrega padrão."
"You have placed no orders yet.","Você não realizou nenhum pedido ainda."
"You have placed no products yet.","Você não pegou nenhum produto ainda."
"Your account balance is: %s","O balanço da sua conta é: %s"
"ZIP","CEP"
"ZIP/Post Code","CEP"
"Zip/Postal Code","CEP"
"n/a","n/a"
"or","ou"
