"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Dispositivo não reconhecido: ""%s"". Não foi possível carregar modelo."
"Edit","Editar"
"Edit AirMail Message","Editar Mensagem AirMail"
"Edit AirMail Message Queue #%s","Editar Fila de Mensagem AirMail #%s"
"Edit App ""%s""","Editar App ""%s"""
"Edit Filter","Editar Filtro"
"Edit Template ""%s""","Editar Template ""%s"""
"Email","Email"
"Email Address","Email"
"Enable AirMail Message Push notification","Habilitar notificação de mensagem AirMail Push"
"Enable Facebook","Habilitar Facebook"
"Enable Flurry Analytics","Habilitar Flurry Analytics"
"Enable Flurry Analytics for the merchant.","Habilitar Flurry Analytics para empresas."
"Enable LinkedIn","Habilitar LinkedIn"
"Enable Standard Checkout","Habilitar Standard Checkout"
"Enable Twitter","Habilitar Twitter"
"Error while processing file ""%s"".","Erro ao processar arquivo ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Erro ao ler dados de conexão de Pagamento. Tente novamente."
"Error while uploading file ""%s"".","Erro ao enviar arquivo ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Erro ao enviar arquivo ""%s"". Tipo de arquivo não permitido. Apenas ""jpg"", ""jpeg"", ""gif"", ""png"" são permitidos."
"Error.","Erro."
"Expiration Date - Month","Expira na Data – Mês"
"Expiration Date - Year","Expira na Data – Ano"
"Extensions","Extensões"
"FILTERS APPLIED","FILTROS APLICADOS"
"Facebook API","API Facebook"
"Facebook Application ID","ID de Aplicação do Facebook"
"Fax","Celular"
"File can\'t be uploaded.","Arquivo não foi enviado."
"File doesn\'t exist ""%s"".","Arquivo não existe ""%s""."
"First Name","Nome"
"Flurry API Code","API Flurry Code"
"Flurry Analytics","Flurry Analytics"
"Flurry Analytics Site","Flurry Analytics Site"
"Fonts","Fontes"
"Free","Grátis"
"Funk Leaf","Folha Funk"
"General","Geral"
"Get Activation Key","Obter Chave de Ativação"
"Get Content from CMS Page","Obter Conteúdo p/ Página CMS"
"Grand Total (Excl. Tax)","Valor Total (Excl. Imposto)"
"Grand Total (Incl. Tax)","Valor Total (Incl. Imposto)"
"Guest","Visitante"
"Header Background Color","Cor de Fundo do Cabeçalho"
"Header Font Color","Cor da Fonte do Cabeçalho"
"High Resolution Application Icon","Icone da Aplicação em Alta Resolução"
"Home","Início"
"Hot Red","Hot Red"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.","Icone que será exibido no aparelho do usuário depois que ele baixar seu app. Tamanho recomendado: 48px x 48px."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","Icone que será exibido no aparelho do usuário depois que ele baixar seu app. Não é preciso aplicar efeitos de gradiente ou similares (isso é feito automaticamente pela Apple). Tamanho recomendado: 72px x 72px."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Icone que será exibido no telefone do usuário depois que ele baixar seu app. Não é preciso aplicar efeitos de gradiente ou similares (isso é feito automaticamente pela Apple). Tamanho recomendado: 114px x 114px."
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","Icone que será exibido no telefone do usuário depois que ele baixar seu app. Não é preciso aplicar efeitos de gradiente ou similares (isso é feito automaticamente pela Apple).  Tamanho recomendado: 57px x 57px at 72 dpi."
"Icons","Icones"
"If leave this field empty, the message will be sent immediately","Se o campo ficar em branco, a mensagem será enviada imediatamente"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","Se você quiser desabilitar o cache do sistema, deixe o campo em branco. Atenção! Ao desabilitar o cache, o aplicativo levará mais tempo para carregar cada página."
"Image file was not found.","Imagem não encontrada."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Imagem exibida na primeira tela, enquanto seu app é carregado. Tamanho exigido: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Imagem exibida na primeira tela, enquanto seu app é carregado. Tamanho exigido: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Imagem exibida na primeira tela, enquanto seu app é carregado. Tamanho exigido: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Imagem exibida na primeira tela, enquanto seu app é carregado. Tamanho exigido: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Imagem exibida na primeira tela, enquanto seu app é carregado. Tamanho exigido: 768px x 1024px."
"Images","Imagens"
"In Queue","Na Fila"
"In Stock","Em Estoque"
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","No pedido para reenviar seu app, você precisa primeiro comprar um <a href=""%s"" target=""_blank"">%s</a> do MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","No pedido para enviar seu app, você precisa primeiro comprar um <a href=""%s"" target=""_blank"">%s</a> do MagentoCommerce"
"Inactive Tabs","Tabs Inativas"
"Invalid XML.","XML Inválido."
"Invalid current password.","Senha atual inválida."
"Invalid customer data.","Dados do cliente inválido."
"Invalid data.","Dados inválidos."
"Invalid email address.","Email inválido."
"Invalid item or wishlist.","Produto ou favoritos inválido."
"Invalid login or password.","Login ou senha inválida."
"Invalid shipping method.","Forma de envio inválido."
"Issue Number","Número de Segurança"
"It\'s not allowed to delete submitted application.","Não é permitido excluir aplicativo enviado."
"Item has been added to cart.","Produto foi adicionado ao carrinho."
"Item has been deleted from cart.","Produto foi removido do carrinho."
"Item has been removed from wishlist.","Produto foi removido dos favoritos."
"Items were updated. But can\'t update wishlist.","Produtos atualizados. Mas não atualizados nos favoritos."
"Key","Chave"
"Keywords","Palavras-Chave"
"Label","Descrição"
"Large iTunes Icon","Icone Grande iTunes"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","Icone Grande que aparece no iTunes App Store. Você não precisa aplicar efeitos gradiente e similares (isso é feito automaticamente pela Apple). Tamanho exigido: 512px x 512px."
"Last Name","Sobrenome"
"LinkedIn API","API LinkedIn"
"LinkedIn API Key","API Chave LinkedIn"
"LinkedIn Secret Key","Chave Secreta LinkedIn"
"Loader Splash Screen","Carregar Tela de Apresentação"
"Loader Splash Screen <br />(iPhone 4 retina)","Carregar Tela de Apresentação <br />(iPhone 4 retina)"
"Loader Splash Screen <br />(landscape mode)","Carregar Tela de Apresentação <br />(paisagem)"
"Loader Splash Screen <br />(portrait mode)","Carregar Tela de Apresentação <br />(retrato)"
"Loading Preview...","Carregando Pré-Visualização..."
"Locations","Locais"
"Log In","Entrar"
"Login and password are required.","Login e senha são obrigatórios."
"Logo in Header","Logo no Cabeçalho"
"Logo in Header image missing.","Logo no Cabeçalho faltando imagem."
"Logout complete.","Totalmente desconectado."
"MEP is PayPal`s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","MEP é nativo do checkout PayPal p/ iPhone. Você pode escolher usar MEP junto com checkout padrão, ou suar apenas métodos de pagamento do checkout p/ Magento mobile. PayPal MEP requer um <a href=""%s"">conta empresarial PayPal</a>"
"Mailbox title","Título Mailbox"
"Main Tabs","Tabs Principais"
"Make Inactive","Tornar Inativo"
"Make this app available in the following territories","Tornar este app disponível nos seguintes territórios"
"Manage Apps","Gerenciar Apps"
"Manage Mobile App","Gerenciar Mobile App"
"Maximum length is 140","Tamanho máximo é 140"
"Maximum length is 255","Tamanho máximo é 255"
"Merchant Label","Descrição da Empresa"
"Message Queue","Fila da Mensagem"
"Message Settings","Configurações da Mensagem"
"Message Templates","Templates de Mensagem"
"Message Title","Título da Mensagem"
"Message Type","Tipo da Mensagem"
"Message can not be edited when it\'s status NOT is ""IN QUEUE"".","Messagem pode ser editada apenas quando o status NÃO estiver como ""NA FILA""."
"Message content","Conteúdo da mensagem"
"Message title","Título da mensagem"
"Mobile","Mobile"
"More","Mais"
"More Info","Mais Info"
"More Tabs","Mais Tabs"
"Name on Card","Nome no Cartão"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize.","Nome que aparece abaixo do seu aplicativo quando o usuário instalar no dispositivo. Recomendamos escolher um nome entre 10-12 caracteres e que seus clientes irão reconhecer."
"New AirMail Message","Nova Mensagem AirMail"
"New AirMail Message Queue","Nova Fila de Mensagem AirMail"
"New App","Novo App"
"New Password","Nova Senha"
"New Template","Novo Template"
"Nickname","Apelido"
"No items were specifed to update.","Nenhum item selecionado para atualização."
"No items were updated.","Nenhum item foi atualizado."
"No product selected.","Nenhum produto selecionado."
"No such file ""%s"".","Nenhum arquivo semelhante ""%s""."
"Not Submitted","Não Enviado"
"Notice","Aviso"
"One or more keywords that describe your app. Keywords are matched to users` searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","Uma ou mais palavras-chave que descrevem seu app. Palavras-chave são usadas pelos usuários nas buscas do App Store e ajudam nos resultados de busca. Utilize várias palavras usando vírgula. 100 caracteres é o máximo."
"Onepage checkout is disabled.","Página de checkout foi desabilitado."
"Only free apps are allowed in this version.","Apenas apps grátis são permitidas nessa versão."
"Only registered users can write reviews. Please, log in or register.","Apenas usuários registrados podem escrever resenhas. Faça login ou cadastre-se."
"Options menu items","Opções dos itens do menu"
"POST data is not valid.","Dados do POST inválidos."
"Pages","Páginas"
"Password","Senha"
"Password fields cannot be empty.","Campo senha deve ser preenchido."
"PayPal Mobile Embedded Payment (MEP)","PayPal Pagamento Mobile Incorporado (MEP)"
"Payment Bridge module unavailable.","Módulo de Conexão de Pagamento indisponível."
"Payment Method has been set.","Forma de Pagamento foi informado."
"Payment Methods","Formas de Pagamento"
"Payment method was successfully set.","Forma de pagamento foi informado com sucesso."
"Paypal Merchant Account Email.","Email da Conta Empresa Paypal."
"Paypal Merchant Account Username.","Usuário da Conta Empresa Paypal."
"Please Select Application","Selecione Aplicativo"
"Please Select Device Type","Selecione um Tipo de Dispositivo"
"Please agree to all the terms and conditions before placing the order.","Aceite todos os termos e condições antes de efetuar o pedido."
"Please enter ""App Title"".","Informe ""Título do App""."
"Please enter issue number or start date for switch/solo card type.","Informe número de segurança ou data de início para tipo de cartão switch/solo."
"Please enter the Activation Key.","Informe a Chave de Ativação."
"Please enter the Copyright.","Informe o Copyright."
"Please enter the Description.","Informe a Descrição."
"Please enter the Price.","Informe o Preço."
"Please enter the Resubmission Key.","Informe a Chave de Reenvio."
"Please enter the Title.","Informe o Título."
"Please make sure your passwords match.","Verifique as senhas."
"Please select at least one country.","Selecione ao menos um País."
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Envie uma imagem para o campo ""App Background (paisagem)"" Tab de Desenho."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Envie uma imagem para o campo ""App Background (retrato)"" Tab de Desenho."
"Please upload  an image for ""App Background"" field from Design Tab.","Envie uma imagem para o campo ""App Cor de Fundo"" Tab de Desenho."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Envie uma imagem para o campo ""Banner na Página Inicial"" Tab de Desenho."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Envie uma imagem para o campo ""Logo no Cabeçalho"" Tab de Desenho."
"Preset Theme","Tema Predefinido"
"Preview","Pré-Visualizar"
"Price","Preço"
"Price Font Color","Cor da Fonte Preço"
"Primary Color","Cor Primária"
"Primary Font Color","Cor Primária da Fonte"
"Problem changing or sending password.","Problema ao alterar ou enviar senha."
"Product Name3 ","Produto Name3 "
"Product Name3 1","Produto Name3 1"
"Product Name3 2","Produto Name3 2"
"Product is unavailable.","Produto não disponível."
"Product was not specified.","Produto não foi informado."
"Product(s) currently out of stock.","Produto(s) sem estoque no momento."
"Purchase Order Number","Número do Pedido de Compra"
"Push Notification","Notificação Push"
"Push Title","Título do Push"
"Push message","Mensagem do Push"
"Push title","Título do push"
"Queue Date","Data da Fila"
"Queue Message","Mensagem da Fila"
"Queue does not exist.","Fila não existe."
"Quote instance is required.","Instância da Fila é obrigatória."
"Recipient Information","Informação do Destinatário"
"Recommended size 1024px x 704px. Note: Image size affects the performance of your app.","Tamanho recomendado 1024px x 704px. Nota: Tamanho da imagem afeta a performance de seu app."
"Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Tamanho recomendado 320px x 230px. Nota: Tamanho da imagem afeta a performance de seu app. Mantenha sua imagem abaixo de 50 KB para melhor performance."
"Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Tamanho recomendado 320px x 258px. Nota: Tamanho da imagem afeta a performance de seu app. Mantenha sua imagem abaixo de 50 KB para melhor performance."
"Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Tamanho recomendado 320px x 367px. Nota: Tamanho da imagem afeta a performance de seu app. Mantenha sua imagem abaixo de 75 KB para melhor performance."
"Recommended size 35px x 35px.","Tamanho recomendado 35px x 35px."
"Recommended size 768px x 294px. Note: Image size affects the performance of your app.","Tamanho recomendado 768px x 294px. Nota: Tamanho da imagem afeta a performance de seu app."
"Recommended size 768px x 960px. Note: Image size affects the performance of your app.","Tamanho recomendado 768px x 960px. Nota: Tamanho da imagem afeta a performance de seu app."
"Regular and confirmation passwords must be equal","A senha e o campo de confirmação precisam ser iguais"
"Related Product Background Color","Cor de Fundo do Produto Relacionado"
"Reset theme to default","Reiniciar o tema p/ o padrão"
"Resubmission Key","Reenviar Chave"
"Resubmit","Reenviar"
"Resubmit App","Reenviar App"
"Resubmit Application","Reenviar Aplicativo"
"Review","Revisar"
"SORT BY:","ORDEM:"
"Save","Salvar"
"Save Theme","Salvar Tema"
"Save and Continue Edit","Salvar e Continuar Editando"
"Save and Submit App","Salvar e Enviar App"
"Save in address book","Salvar no livro de endereços"
"Screens:","Telas:"
"Scroll Background Color","Cor de Fundo da Barra de Rolagem"
"Search","Procurar"
"Secondary Color","Cor Secundária"
"Secondary Font Color","Cor Secundária da Fonte"
"Select All","Selecionar Todos"
"Selected product is unavailable.","Produto selecionado não está disponível."
"Sender Information","Informação do Remetente"
"Settings","Configurações"
"Shipping address has been set.","Endereço de entrega foi informado."
"Shipping method has been set.","Forma de envio foi informado."
"Shop","Shop"
"Shopping cart is empty.","Carrinho vazio."
"Sky Blue","Sky Blue"
"Social Networking","Social Networking"
"Some emails were not sent.","Alguns Emails não foram enviados."
"Sorry, no payment options are available for this order at this time.","Nenhuma opção de pagamento está disponível para este pedido no momento."
"Sorry, no quotes are available for this order at this time.","Nenhum adendo disponível para este pedido no momento."
"Specified address does not exist.","Endereço informado não existe."
"Specified invalid app code.","Código de app inválido."
"Specified invalid data.","Dados inválidos."
"Specified item does not exist in wishlist.","Produto informado não existe nos favoritos."
"Standard Checkout","Checkout Padrão"
"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","Checkout padrão usado no meios de checkout disponibilizados pela Magento. Apenas formas de pagamento online são permitidos. (ex. PayPal Direct,  Authorize.Net, etc.)"
"Start Date","Data de Início"
"Start Date - Month","Data de Início – Mês"
"Start Date - Year","Data de Início – Ano"
"State/Province","Estado"
"Status","Status"
"Store View","Visão de Loja"
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","Logo da loja à ser exibido na página de copyright do app. Tamanho recomendado: 100px x 100px."
"Store logo that is displayed on copyright page of app. Preferred size: 200px x 200px.","Logo da loja à ser exibido na página de copyright do app. Tamanho recomendado: 200px x 200px."
"Store logo that will be displayed on copyright page of application ","Logo da loja à ser exibido na página de copyright do aplicativo"
"Street Address","Rua  "
"Street Address 2","Rua 2"
"Submission","Enviando"
"Submission Fields","Campos de Envio"
"Submission History","Histórico de Envios"
"Submit","Enviar"
"Submit App","Enviar App"
"Submit App ""%s""","Enviar App ""%s"""
"Submit App failure. %s","Falha ao enviar App. %s"
"Submit App failure. Invalid activation key provided","Falha ao enviar App. Chave de ativação informada é inválida"
"Submit Application","Enviar Aplicativo"
"Submitted","Enviado"
"Subtotal (Excl. Tax)","Subtotal (Excl. Imposto)"
"Subtotal (Incl. Tax)","Subtotal (Incl. Imposto)"
"Summary of Your Review","Resumo da Sua Análise"
"T-Shirts","Camisetas"
"Tabs","Tabs"
"Telephone","Telefone"
"Tell a Friend","Avise um Amigo"
"Tell a Friend is disabled.","Avise um Amigo está desabilitado."
"Tell a Friend link has been sent.","Link p/ avisar amigo foi enviado."
"Template","Template"
"Template Content","Conteúdo do Template"
"Template Name","Nome do Template"
"Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found.","Criação de template só é permitido para aplicativos de dispositivo do tipo iPhone, porém este tipo de aplicativo não foi encontrado."
"Template does not exist.","Template não existe."
"Template for new AirMail Message does not exist.","Template para nova mensagem AirMail não existe."
"Template has been deleted.","Template foi excluído."
"Thank you for registering!","Obrigado por se cadastrar!"
"Thank you for your purchase! ","Agradecemos a preferência! "
