"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Puerto Rico)"
"Next Day Air Letter","Next Day Air Letter"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver Letter"
"No","Não"
"Non-rectangular","Não-retangular"
"Order","Pedido"
"Origin of the Shipment","Origem da Entrega"
"Oversize","Sobrepeso"
"Package","Embalagem"
"Package Description","Descrição do Pacote"
"Packaging","Embalando"
"Parcel","Encomenda"
"Parcel Post","Encomenda Postal"
"Password","Senha"
"Pickup Method","Forma de Entrega"
"Please enter the package weight","Informe o peso do pacote"
"Please make sure to use only digits here. No dashes are allowed.","Permitido apenas números. Sem traços."
"Pounds","Libras"
"Priority Mail","Entrega Urgente"
"Priority Overnight","No mesmo dia"
"Receiver","Destinatário"
"Rectangular","Retangular"
"Regular","Regular"
"Regular Pickup","Entrega Normal"
"Request Courier","Pedido de Entrega"
"Residential","Residencial"
"Residential Delivery","Entrega Residencial"
"Response is in the wrong format","Retorno em formato inválido"
"Round","Rodada"
"Second Day Service","Segundo Dia de Serviço"
"Sender","Remetente"
"Ship to Applicable Countries","Entrega p/ Países Selecionados"
"Ship to Specific Countries","Entrega p/ Países Específicos"
"Shipment Contains Hazardous Materials","Entrega Possui Materiais Perigosos"
"Shipment Dutiable","Entrega Taxada"
"Shipment Duty Payment Type","Tipo de Pagamento Alfandegário p/ Entrega"
"Shipment Type","Tipo de Entrega"
"Shipment is not available.","Entrega não está disponível."
"Shipment picked up","Entrega realizada"
"Shipper Number","Número de Rastreamento"
"Shipping Key","Chave de Entrega"
"Shipping Key (International)","Chave de Entrega (Internacional)"
"Show Method if Not Applicable","Exibir Forma se Não Aplicado"
"Size","Tamanho"
"Sort Order","Ordem"
"Standard Overnight","Mesmo Dia Standard"
"Station","Estação"
"Subtotal","Subtotal"
"Subtotal With Discount","Subtotal Com Desconto"
"The response is in wrong format.","O retorno está com formato inválido."
"There is no available method for selected shipping address.","Não existem formas de entregas disponíveis para o endereço informado."
"Third Party","Terceiros"
"Title","Título"
"To Lower","Para Baixo"
"To Upper","Para Cima"
"Tracking XML URL","URL de Monitoramento XML"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Plus"
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Envelope Carta"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Type","Tipo UPS"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"USPS","USPS - Serviço Postal Americano"
"Unable to retrieve tracking","Não foi possível obter o rastreador"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Erro desconhecido"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","Usado apenas quando ""Valor de Seguro"" for marcado em ""Configuração"". Apenas valores numéricos."
"User ID","ID do Usuário"
"UserId","UserId"
"Variable","Variável"
"Weight Unit","Peso Unidade"
"Worldwide Expedited","Worldwide Expedido"
"Worldwide Express","Worldwide Expresso"
"Worldwide Express Letter","Worldwide Carta Expressa"
"Worldwide Express Plus","Worldwide Expresso Plus"
"Worldwide Express Plus Letter","Worldwide Carta Expressa Plus"
"Worldwide Express Saver","Worldwide Expresso Econômico"
"Yes","Sim"
"Your Packaging","Seu Pacote"
